frame,visible_voxels
1482,185821,
1483,186029,
1484,186317,
1485,186413,
1486,186413,
1487,186263,
1488,186127,
1489,185830,
1490,185810,
1491,185978,
1492,186092,
1493,186209,
1494,186488,
1495,186756,
1496,186961,
1497,187028,
1498,186831,
1499,186753,
1500,187101,
1501,187101,
1502,187064,
1503,187186,
1504,187599,
1505,187729,
1506,188020,
1507,188020,
1508,188040,
1509,187877,
1510,187666,
1511,187645,
1512,187960,
1513,188186,
1514,188186,
1515,188746,
1516,188994,
1517,188994,
1518,188982,
1519,188687,
1520,188674,
1521,188699,
1522,188940,
1523,188967,
1524,189388,
1525,189388,
1526,189385,
1527,189385,
1528,189368,
1529,189381,
1530,189417,
1531,189498,
1532,189584,
1533,189916,
1534,190052,
1535,190335,
1536,190390,
1537,190372,
1538,190437,
1539,190437,
1540,189919,
1541,190144,
1542,190063,
1543,190357,
1544,190357,
1545,190320,
1546,190717,
1547,190512,
1548,190844,
1549,190560,
1550,190668,
1551,190424,
1552,190722,
1553,190599,
1554,190390,
1555,190971,
1556,190832,
1557,191266,
1558,190564,
1559,190736,
1560,190775,
1561,190360,
1562,190517,
1563,190563,
1564,190768,
1565,191075,
1566,191166,
1567,191477,
1568,191839,
1569,191699,
1570,191641,
1571,191231,
1572,191231,
1573,190991,
1574,190828,
1575,191075,
1576,191647,
1577,191647,
1578,192561,
1579,192561,
1580,192520,
1581,192794,
1582,192798,
1583,192832,
1584,192832,
1585,192651,
1586,192370,
1587,192225,
1588,192225,
1589,192514,
1590,192514,
1591,192554,
1592,193017,
1593,193864,
1594,193864,
1595,194072,
1596,194273,
1597,194490,
1598,194596,
1599,194744,
1600,194744,
1601,193842,
1602,193405,
1603,193420,
1604,193496,
1605,193570,
1606,193693,
1607,194056,
1608,194423,
1609,194423,
1610,194619,
1611,194949,
1612,195049,
1613,195049,
1614,195260,
1615,195442,
1616,195431,
1617,195431,
1618,195612,
1619,195612,
1620,195815,
1621,195815,
1622,196041,
1623,195986,
1624,196037,
1625,196037,
1626,196112,
1627,196112,
1628,196221,
1629,196381,
1630,196379,
1631,196379,
1632,196446,
1633,196510,
1634,196496,
1635,196578,
1636,196475,
1637,196472,
1638,196684,
1639,196732,
1640,196732,
1641,196784,
1642,196784,
1643,196925,
1644,196925,
1645,196903,
1646,196903,
1647,197068,
1648,197068,
1649,197093,
1650,197182,
1651,197258,
1652,197258,
1653,197314,
1654,197360,
1655,197448,
1656,197448,
1657,197523,
1658,197579,
1659,197677,
1660,197672,
1661,197816,
1662,197861,
1663,198048,
1664,198038,
1665,198038,
1666,198202,
1667,198286,
1668,198396,
1669,198396,
1670,198488,
1671,198587,
1672,198587,
1673,198833,
1674,198833,
1675,198912,
1676,198912,
1677,199043,
1678,199141,
1679,199183,
1680,199354,
1681,199460,
1682,199447,
1683,199470,
1684,199527,
1685,199703,
1686,199682,
1687,200001,
1688,199891,
1689,199913,
1690,200174,
1691,200174,
1692,200262,
1693,200262,
1694,200309,
1695,200447,
1696,200450,
1697,200580,
1698,200775,
1699,200775,
1700,200904,
1701,200904,
1702,200950,
1703,200947,
1704,201066,
1705,201139,
1706,201205,
1707,201228,
1708,201290,
1709,201456,
1710,201556,
1711,201556,
1712,201601,
1713,201747,
1714,201747,
1715,201846,
1716,201846,
1717,201976,
1718,202072,
1719,202150,
1720,202150,
1721,202049,
1722,201975,
1723,201962,
1724,201735,
1725,201748,
1726,201569,
1727,201567,
1728,201527,
1729,201527,
1730,201243,
1731,201200,
1732,201200,
1733,201061,
1734,201061,
1735,201020,
1736,200782,
1737,200782,
1738,200730,
1739,200674,
1740,200590,
1741,200473,
1742,200508,
1743,200323,
1744,200274,
1745,200274,
1746,200134,
1747,200078,
1748,200032,
1749,200032,
1750,200024,
1751,200024,
1752,199915,
1753,199915,
1754,199641,
1755,199658,
1756,199732,
1757,199732,
1758,199612,
1759,199464,
1760,199402,
1761,199426,
1762,199442,
1763,199416,
1764,199387,
1765,199387,
1766,199304,
1767,199051,
1768,199051,
1769,199170,
1770,199157,
1771,199122,
1772,198981,
1773,198883,
1774,198926,
1775,198926,
1776,198899,
1777,198841,
1778,198841,
1779,198846,
1780,198846,
1781,198908,
1782,198908,
1783,198967,
1784,198910,
1785,198836,
1786,198915,
1787,198915,
1788,198711,
1789,198711,
1790,198724,
1791,198649,
1792,198584,
1793,198584,
1794,198579,
1795,198572,
1796,198563,
1797,198494,
1798,198410,
1799,198410,
1800,198408,
1801,198254,
1802,198254,
1803,198074,
1804,198035,
1805,198032,
1806,197955,
1807,197920,
1808,197996,
1809,197996,
1810,197869,
1811,197729,
1812,197786,
1813,197786,
1814,197722,
1815,197713,
1816,197675,
1817,197675,
1818,197572,
1819,197631,
1820,197706,
1821,197610,
1822,197639,
1823,197463,
1824,197413,
1825,197414,
1826,197324,
1827,197332,
1828,197314,
1829,197295,
1830,197249,
1831,197319,
1832,197244,
1833,197244,
1834,197243,
1835,197254,
1836,197154,
1837,197048,
1838,197083,
1839,196997,
1840,196784,
1841,196826,
1842,196715,
1843,196624,
1844,196837,
1845,196602,
